ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP
1479	247_buddha	Buddha	Jianchuan	Jianchuan	ve⁴²	ve⁴²	v e ⁴²	jian1239	26.5536208	100.1396921	Bai	3 7 8	AXT	BE3	3	3.B.C 3.E.V 3.3.T	1.6 3.0 1.0	ve⁴²	0	1
1480	247_buddha	Buddha	Eryuan	Eryuan	we⁴²	we⁴²	w e ⁴²	eryu1239	26.538056	99.910000	Bai	6 7 8	AXT	WE3	1	1.W.C 1.E.V 1.3.T	1.6 3.0 1.0	we⁴²	0	1
1481	247_buddha	Buddha	Heqing	Heqing	we⁴²	we⁴²	w e ⁴²	heqi1238	26.0991374	99.9416161	Bai	6 7 8	AXT	WE3	2	2.W.C 2.E.V 2.3.T	1.6 3.0 1.0	we⁴²	0	1
1482	247_buddha	Buddha	Lanping	Lanping	ve⁴²	ve⁴²	v e ⁴²	lanp1241	26.5158555	99.2581092	Bai	3 7 8	AXT	BE3	4	4.B.C 4.E.V 4.3.T	1.6 3.0 1.0	ve⁴²	0	1
1483	247_buddha	Buddha	Qiliqiao	Qiliqiao	we⁴²	we⁴²	w e ⁴²	qili1234	25.6553283	100.1709288	Bai	6 7 8	AXT	WE3	6	6.W.C 6.E.V 6.3.T	1.6 3.0 1.0	we⁴²	0	1
1484	247_buddha	Buddha	Yunlong	Yunlong	wɛ⁴²tsʰɛ⁵⁵	wɛ⁴²tsʰɛ⁵⁵	w ɛ ⁴² + tsʰ ɛ ⁵⁵	yunl1238	25.9223745	99.0352884	Bai	6 7 8 9 2 7 8	AXT_AXT	WE3_CE5	8	8.W.C 8.E.V 8.3.T 8._._ 8.C.C 8.E.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	wɛ⁴²+tsʰɛ⁵⁵	0	1 2
1485	247_buddha	Buddha	Xiangyun	Xiangyun	wẽ⁴²	wẽ⁴²	w ẽ ⁴²	xian1250	25.5313657	100.4478932	Bai	6 7 8	AXT	WE3	7	7.W.C 7.E.V 7.3.T	1.6 3.0 1.0	wẽ⁴²	1	1
1486	247_buddha	Buddha	Luobenzhuo	Luobenzhuo	we⁴²	we⁴²	w e ⁴²	nuji1238	26.4240223	98.8862088	Bai	6 7 8	AXT	WE3	5	5.W.C 5.E.V 5.3.T	1.6 3.0 1.0	we⁴²	0	1
1487	247_buddha	Buddha	Zhoucheng	Zhoucheng	ve⁴²	ve⁴²	v e ⁴²	zhou1234	25.8958633	100.0987848	Bai	3 7 8	AXT	BE3	9	9.B.C 9.E.V 9.3.T	1.6 3.0 1.0	ve⁴²	0	1
3720	467_clsforaxe	CLS for axe	Jianchuan	Jianchuan	tsʰɤ³¹	tsʰɤ³¹	tsʰ ɤ ³¹	jian1239	26.5536208	100.1396921	Bai	2 7 8	AXT	CE3	3	3.C.C 3.E.V 3.3.T	1.6 3.0 1.0	tsʰɤ³¹	0	12
3721	467_clsforaxe	CLS for axe	Eryuan	Eryuan	tʂʰɤ³¹	tʂʰɤ³¹	ʈʂʰ ɤ ³¹	eryu1239	26.538056	99.910000	Bai	2 7 8	AXT	CE3	1	1.C.C 1.E.V 1.3.T	1.6 3.0 1.0	ʈʂʰɤ³¹	0	12
3722	467_clsforaxe	CLS for axe	Heqing	Heqing	tɕʰuɔ³¹	tɕʰuɔ³¹	tɕʰ u/w ɔ ³¹	heqi1238	26.0991374	99.9416161	Bai	2 6 7 8	ACXT	CWU3	2	2.C.C 2.W.C 2.U.V 2.3.T	1.6 1.2 3.0 1.0	tɕʰu/wɔ³¹	0	12
3723	467_clsforaxe	CLS for axe	Lanping	Lanping	tsʰɛ⁴²	tsʰɛ⁴²	tsʰ ɛ ⁴²	lanp1241	26.5158555	99.2581092	Bai	2 7 8	AXT	CE3	4	4.C.C 4.E.V 4.3.T	1.6 3.0 1.0	tsʰɛ⁴²	0	12
3724	467_clsforaxe	CLS for axe	Qiliqiao	Qiliqiao	tsʰɤ³¹	tsʰɤ³¹	tsʰ ɤ ³¹	qili1234	25.6553283	100.1709288	Bai	2 7 8	AXT	CE3	6	6.C.C 6.E.V 6.3.T	1.6 3.0 1.0	tsʰɤ³¹	0	12
3725	467_clsforaxe	CLS for axe	Yunlong	Yunlong	pa⁴²	pa⁴²	p a ⁴²	yunl1238	25.9223745	99.0352884	Bai	1 7 8	AXT	PA3	8	8.P.C 8.A.V 8.3.T	1.6 3.0 1.0	pa⁴²	1	15
3726	467_clsforaxe	CLS for axe	Xiangyun	Xiangyun	we³¹	we³¹	w e ³¹	xian1250	25.5313657	100.4478932	Bai	6 7 8	AXT	WE3	7	7.W.C 7.E.V 7.3.T	1.6 3.0 1.0	we³¹	1	14
3727	467_clsforaxe	CLS for axe	Luobenzhuo	Luobenzhuo	ʂɛ³³	ʂɛ³³	ʂ ɛ ³³	nuji1238	26.4240223	98.8862088	Bai	3 7 8	AXT	SE4	5	5.S.C 5.E.V 5.4.T	1.6 3.0 1.0	ʂɛ³³	0	13
3728	467_clsforaxe	CLS for axe	Zhoucheng	Zhoucheng	tsʰɤ³¹	tsʰɤ³¹	tsʰ ɤ ³¹	zhou1234	25.8958633	100.0987848	Bai	2 7 8	AXT	CE3	9	9.C.C 9.E.V 9.3.T	1.6 3.0 1.0	tsʰɤ³¹	0	12
3693	464_clsforbowl	CLS for bowl	Jianchuan	Jianchuan	pe²¹	pe²¹	p e ²¹	jian1239	26.5536208	100.1396921	Bai	1 7 8	AXT	PE3	3	3.P.C 3.E.V 3.3.T	1.6 3.0 1.0	pe²¹	1	22
3694	464_clsforbowl	CLS for bowl	Eryuan	Eryuan	pe²¹	pe²¹	p e ²¹	eryu1239	26.538056	99.910000	Bai	1 7 8	AXT	PE3	1	1.P.C 1.E.V 1.3.T	1.6 3.0 1.0	pe²¹	1	22
3695	464_clsforbowl	CLS for bowl	Heqing	Heqing	pe²¹	pe²¹	p e ²¹	heqi1238	26.0991374	99.9416161	Bai	1 7 8	AXT	PE3	2	2.P.C 2.E.V 2.3.T	1.6 3.0 1.0	pe²¹	1	22
3696	464_clsforbowl	CLS for bowl	Lanping	Lanping	pe²¹	pe²¹	p e ²¹	lanp1241	26.5158555	99.2581092	Bai	1 7 8	AXT	PE3	4	4.P.C 4.E.V 4.3.T	1.6 3.0 1.0	pe²¹	1	22
3697	464_clsforbowl	CLS for bowl	Qiliqiao	Qiliqiao	pe²¹	pe²¹	p e ²¹	qili1234	25.6553283	100.1709288	Bai	1 7 8	AXT	PE3	6	6.P.C 6.E.V 6.3.T	1.6 3.0 1.0	pe²¹	1	22
3698	464_clsforbowl	CLS for bowl	Yunlong	Yunlong	pe²¹	pe²¹	p e ²¹	yunl1238	25.9223745	99.0352884	Bai	1 7 8	AXT	PE3	8	8.P.C 8.E.V 8.3.T	1.6 3.0 1.0	pe²¹	1	22
3699	464_clsforbowl	CLS for bowl	Xiangyun	Xiangyun	kɯ⁴²pe²¹	kɯ⁴²pe²¹	k ɯ ⁴² + p e ²¹	xian1250	25.5313657	100.4478932	Bai	1 7 8 9 1 7 8	AXT_AXT	KI3_PE3	7	7.K.C 7.I.V 7.3.T 7._._ 7.P.C 7.E.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kɯ⁴²+pe²¹	0	24 22
